GivenName,Surname,Birthday,CountryFull,Kilograms,Centimeters,BloodType
Carl,Uspensky,1/19/1993,Cyprus (Anglicized),109.4,167,O+
Mathew,Clark,11/30/1979,Denmark,111.5,170,O+
Bercilac,Smallburrow,2/7/1993,Austria,51.9,112,A+
Gerald,Cameron,3/31/1982,Czech Republic,88.9,175,O+
Jacob,Burns,2/13/1991,Cyprus (Anglicized),63.3,190,A-
Oleg,Avdeyev,10/9/1983,Belgium,80.8,183,A+
Emmanuel,Gorbunov,7/28/1994,Austria,56.7,164,B+
Artem,Frolov,6/28/1992,Canada,56.0,189,O+
Nicolash,Alves,3/25/1985,Denmark,66.3,171,O+
Gringamor,Galbassi,7/31/1981,Cyprus (Anglicized),59.7,119,A+
Dinodas,Brownlock,1/9/1989,Austria,66.8,72,O+
Kauã,Rodrigues,6/23/1983,Belgium,64.6,187,O+
Rodrigo,Araujo,9/16/1988,Canada,92.6,180,AB+
Chariton,Golubov,8/31/1995,Cyprus (Anglicized),62.6,172,O+
Simon,Yefimov,6/7/1984,Belgium,94.1,176,O+
Immanuel,Yermakov,9/5/1994,Austria,72.3,166,A+
Vlad,Baranov,10/23/1994,Cyprus (Anglicized),71.6,186,O+
Lyle,Findlay,9/8/1994,Cyprus (Anglicized),98.0,170,A+
Jakob,Marshall,2/7/1986,Denmark,79.1,187,A+
Otávio,Cunha,5/11/1991,Czech Republic,93.5,167,B+
Stephen,Cunningham,8/9/1992,Brazil,67.3,182,AB+
Willie,Simcox,7/18/1994,Denmark,84.7,175,O+
Diego,Ribeiro,6/21/1995,Austria,65.9,176,B+
Mungo,Took-Brandybuck,6/30/1983,Austria,66.2,92,B+
Madoc,Lightfoot,2/13/1985,Canada,50.3,62,B+
Cyril,Gavrilov,11/23/1986,Czech Republic,108.0,181,O+
Scott,Broder,9/12/1981,Austria,81.8,173,A+
Kodi,Wilson,5/19/1992,Austria,105.6,171,O+
Curtis,Watson,8/8/1984,Austria,93.0,184,B-
Keith,Resendiz,4/6/1988,Belgium,100.5,181,O+
Isembard,Longhole,12/21/1995,Canada,46.0,106,B+
Ruben,Nevzorov,12/1/1996,Belgium,81.6,183,A+
Harry,Ferguson,5/30/1987,Cyprus (Anglicized),61.7,168,O+
Grossman,Underhill,11/23/1991,Denmark,49.5,88,B+
Bill,Lindsay,2/17/1982,Czech Republic,85.4,190,O-
Mikolaj,Dickson,11/26/1996,Austria,61.0,184,O+
Longo,Hayward,8/3/1982,Brazil,60.5,105,O+
Gundahar,Sackville,5/15/1993,Brazil,56.2,115,B+
João,Souza,3/11/1989,Austria,71.3,168,O+
Steven,Kolar,2/28/1992,Brazil,94.6,180,O+
Blair,Scott,3/28/1986,Belgium,65.8,187,O+
Richard,Gonzalez,11/19/1995,Czech Republic,64.6,163,B+
Mungo,Lothran,5/28/1997,Canada,46.1,116,A+
Evdokim,Kazantsev,6/27/1988,Cyprus (Anglicized),107.5,176,O-
Gruffo,Underhill,3/7/1994,Cyprus (Anglicized),67.3,116,O+
Bruno,Roper,11/4/1978,Denmark,52.8,80,A+
Folcard,Took-Brandybuck,10/21/1993,Brazil,49.8,118,O+
Mohammed,Johnstone,6/10/1994,Czech Republic,71.6,171,A+
Fábio,Rodrigues,1/27/1991,Austria,99.5,174,B+
Mat,Baggins,2/5/1982,Cyprus (Anglicized),51.6,65,O+
Ivory,Anderson,3/4/1980,Czech Republic,79.0,179,B+
Hippolyte,Blokhin,4/6/1991,Brazil,73.0,173,A+
Robert,Ellis,7/25/1978,Cyprus (Anglicized),100.9,181,A+
Heath,Iversen,8/14/1993,Canada,69.3,178,O+
Vitor,Goncalves,5/22/1986,Austria,61.1,172,O+
Porphyry,Konovalov,3/28/1987,Canada,104.9,177,AB+
Tim,Whitfoot,8/28/1979,Belgium,51.9,77,O-
Hal,Goodchild,1/5/1986,Cyprus (Anglicized),53.4,68,O-
Zack,Gordon,12/12/1985,Cyprus (Anglicized),70.5,190,A+
Avdei,Vasilyev,4/16/1989,Belgium,91.2,184,O+
Seraphim,Lazarev,7/23/1987,Denmark,62.6,170,O+
Tolman,Fairbairn,2/10/1985,Denmark,60.0,111,B+
Luís,Carvalho,1/17/1994,Denmark,62.8,166,B+
Polo,Goold,3/22/1991,Cyprus (Anglicized),53.7,90,O+
Sadoc,Chubb,3/27/1982,Cyprus (Anglicized),63.6,117,B+
Alan,Fischer,6/26/1995,Czech Republic,64.2,187,O-
Hai,Nickell,3/20/1988,Czech Republic,91.3,178,O+
Ruslan,Voronov,4/22/1989,Denmark,69.9,178,B+
Edward,Crosswhite,1/5/1986,Cyprus (Anglicized),64.0,179,A+
Wilcome,Brandybuck,12/5/1986,Brazil,51.0,80,AB+
Diogo,Cunha,9/9/1995,Denmark,74.0,163,B+
Robert,Woods,1/23/1985,Austria,99.8,175,A-
Kelvin,Docherty,12/13/1985,Denmark,108.8,181,O+
Jakub,Morrison,12/22/1981,Canada,69.8,176,B+
Milo,Rumble,2/29/1992,Belgium,50.1,63,B+
Robin,Proudfoot,7/31/1978,Denmark,50.7,114,A+
Joao,Sousa,2/2/1996,Brazil,68.5,169,O+
Marcos,Azevedo,7/31/1991,Brazil,63.5,167,B+
Eoghan,Williamson,11/18/1979,Cyprus (Anglicized),66.4,181,A+
Ewan,Fleming,6/17/1985,Canada,62.5,185,AB+
Minto,Labingi,12/24/1988,Cyprus (Anglicized),63.1,74,A+
Hugh,Bruce,4/17/1992,Cyprus (Anglicized),103.7,186,A-
Brian,Pines,5/2/1995,Brazil,75.2,165,A+
Edward,Docherty,8/27/1981,Czech Republic,108.1,180,B+
Frazer,Black,12/22/1995,Denmark,89.4,184,A-
Diego,Cardoso,5/3/1985,Denmark,66.5,168,B+
Emelyan,Bocharov,5/25/1991,Austria,104.5,179,A-
Rodion,Muravyov,11/15/1995,Canada,88.0,178,O+
Orlando,Longhole,7/26/1990,Cyprus (Anglicized),54.9,118,B+
Luan,Almeida,5/21/1980,Belgium,67.8,178,O+
Rafael,Almeida,4/24/1991,Brazil,105.4,170,B-
Louis,Sparks,5/13/1996,Belgium,94.7,169,O+
Murat,Yuriev,2/25/1991,Cyprus (Anglicized),66.4,188,O+
Ferdinand,Took-Brandybuck,9/7/1982,Cyprus (Anglicized),47.9,81,O-
Holman,Gawkroger,5/11/1980,Brazil,54.5,94,O+
Gustavo,Costa,9/10/1991,Denmark,78.1,182,B+
William,Warren,9/5/1995,Canada,75.9,183,A+
Taylor,Donaldson,7/1/1995,Brazil,60.5,172,O-
Jeramy,Chandler,5/19/1988,Austria,92.3,179,B+
Oliver,Burns,1/9/1996,Brazil,75.7,182,A+
Farid,Zakharov,10/2/1989,Cyprus (Anglicized),83.7,173,B+
Gustavo,Ferreira,5/24/1987,Belgium,83.7,180,O+
Rustam,Gavrilov,6/21/1996,Cyprus (Anglicized),52.7,169,O+
Luan,Oliveira,12/18/1979,Austria,81.2,172,A+
Eduardo,Rocha,9/26/1987,Belgium,68.9,174,A+
Scott,Crane,2/23/1993,Belgium,103.8,167,O+
Tolman,Gamgee,4/4/1996,Cyprus (Anglicized),65.3,89,A+
Dodinas,Baggins,8/30/1993,Cyprus (Anglicized),63.5,122,O+
Saradoc,Sandyman,10/12/1980,Canada,66.1,108,A+
Filip,Fraser,8/14/1983,Brazil,110.3,190,O+
Plato,Ermakov,9/10/1987,Belgium,72.2,169,B+
Aryan,Smith,9/8/1990,Belgium,56.4,179,O-
Richard,Ochoa,10/30/1980,Canada,112.0,178,O+
Meriadoc,Burrowes,2/21/1983,Cyprus (Anglicized),64.9,120,A+
Cillian,Sutherland,7/10/1992,Czech Republic,60.9,180,B+
Haiden,Cameron,2/11/1985,Cyprus (Anglicized),107.4,182,O+
Codi,Jamieson,10/11/1979,Brazil,65.0,170,O+
George,Ermakov,1/14/1987,Denmark,95.6,174,A-
Leonid,Golubev,12/18/1985,Brazil,96.1,175,O+
Lubomir,Bogdanov,9/30/1983,Austria,107.4,184,AB+
Yuri,Fomin,5/21/1996,Cyprus (Anglicized),93.4,188,O+
Adelard,Bracegirdle,5/8/1997,Brazil,59.9,93,A+
Aaron,Craig,8/15/1985,Brazil,62.0,188,B-
Derek,Millar,10/3/1987,Brazil,102.5,186,AB+
Marat,Averyanov,1/8/1984,Czech Republic,79.3,171,O+
Luan,Pinto,11/4/1980,Austria,78.4,177,O+
Brayden,White,10/4/1988,Cyprus (Anglicized),63.5,179,O+
Flavus,Smallburrow,8/22/1985,Cyprus (Anglicized),48.9,119,B+
Jo,Sackville-Baggins,11/14/1996,Czech Republic,65.1,107,O+
Rayan,Reilly,4/22/1997,Brazil,81.5,166,O+
John,Johnson,7/11/1987,Denmark,62.7,185,O-
Codey,Gordon,7/26/1988,Cyprus (Anglicized),56.9,186,A+
Russell,Millar,2/11/1987,Canada,106.6,187,A+
Mateus,Gomes,1/11/1994,Belgium,91.2,190,A-
Trifon,Efimov,1/30/1996,Belgium,85.7,188,O+
Roderick,Gibson,2/2/1990,Belgium,69.2,174,O+
Malik,Abdulov,1/30/1979,Cyprus (Anglicized),78.6,170,O+
Joao,Alves,12/14/1985,Brazil,89.7,189,O+
Duncan,MacDonald,11/27/1995,Denmark,94.1,168,O-
Nicolas,Costa,9/3/1990,Brazil,62.0,190,A+
Rostislav,Yermolayev,10/28/1988,Cyprus (Anglicized),67.4,179,B+
Diogo,Melo,8/15/1988,Belgium,102.7,185,B+
Douglas,Araujo,11/7/1984,Austria,85.8,190,O+
Marroc,Gamgee,12/22/1989,Austria,54.5,89,O+
Tim,Fassett,11/14/1983,Belgium,99.8,181,AB+
Xander,Wood,8/2/1993,Brazil,91.8,175,O+
Pedro,Costa,4/16/1979,Denmark,96.4,188,B+
Tomba,Greenhand,7/29/1986,Denmark,63.9,86,O+
Richard,Fry,2/29/1992,Canada,71.6,168,AB+
Archibald,Stewart,5/11/1991,Canada,68.8,190,A+
Thiago,Cunha,11/21/1987,Austria,109.7,168,A+
Peter,Hamilton,8/5/1983,Brazil,86.3,179,O+
Rafael,Castro,2/25/1991,Cyprus (Anglicized),90.9,170,A+
Antônio,Goncalves,11/4/1983,Denmark,96.9,180,O+
Igor,Alves,3/4/1992,Brazil,87.9,174,A+
Alan,Rittenhouse,7/16/1978,Denmark,102.0,169,O+
Nicholas,Allan,11/10/1980,Czech Republic,89.4,184,O+
Carambo,Headstrong,10/16/1980,Czech Republic,58.9,62,B+
Inigo,Diggle,4/10/1997,Canada,57.0,84,A+
Cosimo,Lightfoot,6/24/1992,Cyprus (Anglicized),66.6,114,B+
Brendan,Crawford,1/24/1990,Denmark,82.4,186,B+
Bill,Lodge,12/28/1991,Denmark,82.2,185,A+
Marc,Donaldson,10/18/1988,Czech Republic,87.6,172,A+
Xenophon,Gorbunov,4/17/1997,Brazil,59.4,171,O+
Diego,Alves,9/29/1986,Denmark,108.5,186,A+
Danilo,Correia,1/10/1996,Cyprus (Anglicized),64.4,178,O+
Carambo,Button,10/12/1994,Cyprus (Anglicized),59.2,82,O+
Kauê,Carvalho,6/6/1992,Brazil,80.4,170,A+
Ivan,McKay,8/3/1993,Canada,100.9,184,O+
Alfie,Ferguson,11/24/1996,Czech Republic,52.8,166,O+
Arseny,Belousov,4/25/1980,Denmark,65.4,181,B+
Emmanuel,Bell,12/1/1992,Belgium,90.7,177,O+
Guy,Mackenzie,4/23/1994,Belgium,84.4,188,AB+
Bogdan,Aksenov,9/9/1996,Canada,93.2,177,O+
Fredric,Weeks,4/6/1997,Brazil,89.6,187,O+
Lubomir,Vassiliev,10/20/1978,Belgium,108.9,173,O+
John,Rivera,8/11/1995,Brazil,71.7,167,O+
Piotr,Wilson,8/19/1978,Brazil,92.4,175,AB+
Bryce,Thompson,9/19/1987,Austria,105.2,181,B-
Carl,Bodrov,6/2/1990,Cyprus (Anglicized),77.6,176,O-
Fábio,Alves,5/9/1989,Belgium,78.1,176,B+
Andrew,Izmaylov,11/8/1995,Denmark,85.8,172,A+
Guido,Tunnelly,7/10/1985,Czech Republic,45.9,93,A+
Gordey,Belov,1/27/1988,Cyprus (Anglicized),63.2,181,A+
Junior,Williamson,9/10/1988,Austria,71.7,180,A+
Dorofei,Aksakov,10/19/1993,Denmark,55.3,168,B+
Albert,Gorbunov,4/14/1981,Austria,99.5,168,B+
Edward,Maslow,2/22/1992,Canada,71.1,169,O+
Yaropolk,Lavrov,3/5/1992,Brazil,103.9,182,A+
Erling,Fairbairn,2/24/1983,Cyprus (Anglicized),59.4,63,A+
Luiz,Cardoso,6/27/1989,Cyprus (Anglicized),74.9,182,A+
Marmadoc,Gammidge,5/4/1984,Cyprus (Anglicized),53.2,84,O+
Rafael,Cavalcanti,12/2/1987,Cyprus (Anglicized),107.9,188,O-
Alex,Vasiliev,4/3/1981,Denmark,98.2,178,O+
Troy,Bradford,9/21/1990,Cyprus (Anglicized),77.0,173,O+
Mayor,Yermolayev,11/14/1981,Denmark,113.3,171,B+
Nicodemus,Aksakov,6/1/1993,Canada,59.6,189,AB+
Vyacheslav,Kotov,11/6/1980,Cyprus (Anglicized),86.0,168,O+
Ryan,Sousa,9/23/1981,Denmark,109.8,186,O+
Hasan,McMillan,2/16/1994,Cyprus (Anglicized),96.1,166,O+
Gavin,Watson,6/26/1981,Austria,107.0,177,O+
Mark,Cook,9/19/1980,Austria,109.2,169,O+
Kauê,Azevedo,8/27/1994,Canada,59.5,163,A+
Maxwell,Cunningham,7/4/1992,Austria,82.9,185,O+
Isaac,Ignatiev,2/18/1988,Denmark,110.9,179,O+
José,Barbosa,2/16/1988,Cyprus (Anglicized),74.5,187,A+
Jaiden,Sutherland,4/13/1986,Brazil,68.3,183,O+
Habaccuc,Greenhand,3/4/1986,Cyprus (Anglicized),59.3,75,A+
Warren,Ferguson,11/28/1984,Czech Republic,61.4,182,O+
Jude,Henderson,6/1/1989,Brazil,96.1,176,A+
Igor,Rocha,12/27/1993,Canada,84.8,166,O+
Adam,Lavrov,4/27/1981,Austria,91.1,168,A-
Theodore,Gipe,5/5/1990,Austria,96.3,176,A+
Fernando,Holley,6/24/1981,Austria,70.2,178,B+
Ilberic,Bracegirdle,8/24/1993,Canada,64.9,118,A+
Luiz,Cunha,8/4/1983,Austria,64.1,169,AB+
Nick,Golubev,4/12/1985,Canada,95.1,178,A+
Mike,Barge,7/22/1979,Austria,67.9,188,B-
Estevan,Cardoso,6/12/1989,Austria,95.5,175,O+
Danilo,Barros,2/9/1984,Belgium,82.7,188,B-
Rufus,Chubb-Baggins,3/7/1988,Belgium,49.6,83,A+
Cerdic,Burrowes,11/18/1996,Denmark,67.8,83,A+
Findlay,Fleming,9/30/1979,Canada,95.3,176,O+
Matheus,Sousa,10/17/1982,Brazil,83.4,172,O+
James,Falk,12/20/1995,Cyprus (Anglicized),54.0,180,O+
Raymond,Brown,1/20/1994,Belgium,86.9,174,A+
Arkady,Balabanov,7/23/1996,Belgium,83.9,183,B+
Willie,Sharp,1/29/1983,Czech Republic,92.7,184,A+
Samson,Shubin,3/17/1988,Austria,107.1,170,O+
Dinodas,Gawkroger,9/30/1990,Belgium,67.5,119,A+
Daniel,Repin,1/21/1981,Cyprus (Anglicized),91.8,185,O+
Joao,Costa,8/19/1995,Denmark,64.0,188,O+
Moses,Voronov,6/8/1996,Brazil,61.8,164,O+
Razanur,Gardner,11/18/1987,Cyprus (Anglicized),63.5,95,A+
Valentin,Reed,4/5/1982,Canada,79.9,179,A+
Ronnie,Sullivan,10/1/1980,Cyprus (Anglicized),110.0,183,O+
Egor,Izmaylov,4/20/1988,Denmark,76.0,185,O+
Enzo,Oliveira,5/30/1987,Czech Republic,92.2,179,O+
David,King,2/8/1984,Belgium,95.7,168,A+
Abdullah,Smith,7/27/1982,Belgium,101.5,169,O+
Isengrim,Smallburrow,7/11/1989,Cyprus (Anglicized),66.7,93,O+
Robur,Goodbody,6/22/1987,Cyprus (Anglicized),61.7,75,B+
Rene,Lawson,10/21/1986,Austria,69.9,177,O+
Gruffo,Took-Took,7/17/1978,Cyprus (Anglicized),51.1,104,B+
Jensen,Bell,10/31/1994,Cyprus (Anglicized),78.8,188,O+
Valerie,Ponomarev,12/3/1989,Cyprus (Anglicized),83.7,187,A+
Jose,Bailey,8/8/1992,Denmark,69.5,178,O+
Dmitry,Abramovich,2/26/1994,Belgium,65.3,189,A+
Cauã,Souza,6/17/1986,Belgium,97.2,179,B+
Rostislav,Izmaylov,6/18/1994,Cyprus (Anglicized),57.4,190,O+
Tyrone,Collins,9/9/1991,Austria,90.4,178,A+
Dustin,Allen,12/12/1987,Austria,104.0,174,A+
Christopher,Reed,6/15/1983,Czech Republic,85.9,173,A+
Pimen,Matveyev,6/29/1995,Czech Republic,88.2,183,O+
Robert,Kulick,3/10/1988,Czech Republic,63.9,185,A+
Douglas,Cardoso,10/23/1993,Austria,64.6,186,AB+
Robert,Clements,1/13/1979,Cyprus (Anglicized),66.3,189,B+
Riley,Moore,1/5/1985,Canada,80.3,177,O+
Rodrigo,Rodrigues,2/12/1995,Denmark,68.8,171,AB+
Proclus,Fedorov,6/21/1986,Denmark,69.0,168,O+
Edward,Dickson,6/9/1979,Austria,101.4,187,O+
Bosco,Took,10/29/1984,Cyprus (Anglicized),54.0,103,B+
Shaun,Henderson,12/22/1980,Cyprus (Anglicized),85.3,179,A+
Blasius,Woronoff,6/20/1987,Belgium,66.1,188,B+
Largo,Brown,3/13/1992,Cyprus (Anglicized),63.5,64,AB+
Elisha,Vasin,10/6/1983,Canada,85.0,168,A+
Breno,Cunha,12/20/1995,Brazil,84.3,188,B+
Marco,Russell,2/9/1988,Cyprus (Anglicized),107.2,169,A+
Theodore,Zotov,1/2/1982,Canada,105.8,181,B+
Elfstan,Labingi,10/19/1984,Cyprus (Anglicized),52.1,116,B+
Jeffrey,Harrell,5/29/1988,Denmark,76.4,172,A+
Gordey,Medvedev,3/27/1992,Cyprus (Anglicized),80.3,187,O+
Samwise,Greenhand,3/3/1991,Cyprus (Anglicized),60.8,86,O+
Albert,Chiles,6/6/1978,Cyprus (Anglicized),109.4,186,A+
André,Carvalho,5/19/1987,Denmark,85.0,168,O-
Harvey,Hill,9/12/1985,Denmark,110.5,181,B+
Leonid,Alekseyeva,11/1/1988,Austria,83.6,182,AB+
Harding,Baggins,9/13/1988,Denmark,58.5,106,A+
Felix,Munro,5/26/1979,Belgium,106.3,183,AB+
Sergey,Kovalev,1/17/1982,Brazil,72.2,169,A-
Cory,Munro,2/6/1994,Cyprus (Anglicized),70.1,165,O+
Cyril,Tretiakov,10/19/1988,Austria,80.7,168,B+
Marco,Gawkroger,11/7/1980,Austria,61.2,109,A+
Brandon,Reber,9/9/1978,Austria,100.6,174,O+
Wilibald,Sandyman,1/29/1989,Czech Republic,52.3,67,A+
Ahmed,Vasilyev,11/27/1986,Czech Republic,65.0,185,A+
Arkhip,Ulyanov,3/7/1983,Canada,84.2,186,O+
Xander,McLean,9/1/1982,Czech Republic,80.1,181,O+
Kauan,Araujo,8/27/1982,Czech Republic,91.7,179,A+
Krystian,Muir,10/10/1978,Denmark,77.0,172,A+
Earl,Christensen,9/1/1979,Cyprus (Anglicized),83.3,183,AB+
Julian,Fernandes,10/12/1986,Denmark,109.8,170,O+
Ryan,Boyle,5/5/1985,Canada,74.2,182,O+
Proclus,Golubev,2/16/1982,Brazil,79.0,170,O+
Junior,Allan,6/13/1978,Cyprus (Anglicized),67.8,169,A-
Mark,Hernandez,10/9/1982,Cyprus (Anglicized),108.8,172,A+
Michael,Pilger,3/10/1988,Brazil,97.3,171,B+
Brandon,Brown,9/4/1994,Cyprus (Anglicized),80.2,186,A+
Jan,Burns,10/5/1978,Denmark,64.0,188,O-
Vitor,Alves,8/14/1989,Cyprus (Anglicized),68.8,181,O+
Tim,Took-Brandybuck,7/18/1995,Denmark,63.0,120,B+
Ruslan,Fokine,3/5/1979,Czech Republic,100.4,171,B+
Methodius,Glazkov,12/6/1990,Belgium,93.6,185,B+
Gabriel,Ribeiro,10/5/1978,Cyprus (Anglicized),81.3,178,A+
Davi,Santos,6/30/1992,Austria,86.5,186,O+
Alex,Hughes,7/6/1982,Canada,111.6,179,A+
Felipe,Goncalves,4/14/1981,Brazil,75.1,180,O+
George,Best,3/26/1980,Brazil,80.6,176,B+
Mohammed,Rogers,5/4/1993,Cyprus (Anglicized),65.7,186,O-
Stewart,Ross,3/14/1994,Cyprus (Anglicized),90.7,170,B+
Nicephorus,Uspensky,11/19/1986,Cyprus (Anglicized),64.8,177,AB+
Ilya,Aksyonov,10/5/1991,Cyprus (Anglicized),60.0,178,A+
Christopher,Yuriev,9/20/1989,Cyprus (Anglicized),108.1,180,O-
Joao,Costa,5/31/1996,Czech Republic,82.7,173,O+
José,Castro,7/19/1983,Czech Republic,97.5,183,O+
Nathan,Golubov,6/2/1988,Belgium,106.0,169,A+
David,McCauley,10/24/1984,Austria,98.9,187,O+
Evdokim,Yevdokimov,10/17/1995,Brazil,53.9,185,A+
Joseph,Moyer,12/14/1988,Canada,106.8,168,A+
Vinicius,Goncalves,7/20/1985,Cyprus (Anglicized),66.5,188,O+
Alistair,Williamson,5/8/1987,Belgium,87.8,182,O+
Luan,Cardoso,3/15/1987,Austria,103.5,177,O+
Habaccuc,Bunce,4/10/1993,Czech Republic,66.2,83,O+
Ferdinand,Boffin,7/13/1985,Brazil,67.0,62,A-
Leo,Yefremov,2/8/1984,Denmark,84.2,176,A-
Terence,Yegorov,9/10/1996,Belgium,81.4,188,A+
Chad,Arizmendi,5/17/1997,Czech Republic,69.9,168,A-
Rustam,Afanasyev,4/20/1996,Belgium,52.7,179,O+
Chester,West,5/25/1991,Canada,82.7,177,B+
Richard,Williams,3/9/1981,Cyprus (Anglicized),95.1,190,O+
Eduardo,Azevedo,9/30/1979,Cyprus (Anglicized),69.5,189,A+
Rodion,Artemiev,9/11/1986,Austria,77.3,189,B+
Cotman,Greenhand,10/27/1988,Cyprus (Anglicized),62.2,88,O+
Aayan,King,9/4/1987,Austria,91.3,175,O+
Wesley,Campbell,7/31/1980,Canada,87.3,171,O+
Joseph,William,6/9/1995,Canada,91.8,167,A-
Nicephorus,Efremov,9/30/1992,Cyprus (Anglicized),78.0,176,O+
Gary,Davidson,5/11/1980,Czech Republic,108.9,188,B+
Gerasimos,Mironov,7/5/1982,Brazil,69.1,188,A+
Luis,Anderson,6/6/1988,Czech Republic,68.4,181,A+
Timba,Took-Took,8/16/1989,Denmark,48.5,77,A+
Roland,Korovin,11/3/1987,Brazil,68.6,175,O+
Bilcuzal,Headstrong,6/29/1984,Brazil,53.7,117,O+
Lloyd,Scott,4/15/1988,Austria,104.6,169,O+
Rodrigo,Dias,11/30/1983,Denmark,76.9,178,O+
Odovacar,Gardner,10/26/1984,Brazil,68.0,71,AB+
Meriadoc,Gawkroger,9/18/1979,Brazil,45.3,89,O+
Isembard,Took,3/11/1992,Canada,47.5,117,A-
Raymond,Williams,1/2/1991,Canada,89.7,176,O-
Kai,Dias,9/10/1981,Brazil,98.5,188,A+
Trifon,Vinogradov,1/19/1980,Cyprus (Anglicized),66.0,179,B+
Frederick,Arnold,7/5/1979,Austria,83.2,168,O+
Jesse,Donaldson,10/4/1995,Czech Republic,90.0,172,O+
Kuzma,Loginov,6/28/1995,Brazil,55.8,169,AB+
Carlos,Castro,3/19/1992,Cyprus (Anglicized),73.6,178,B+
Peter,Munro,3/18/1988,Czech Republic,63.9,184,A+
Reiss,McGregor,1/30/1983,Cyprus (Anglicized),93.0,179,O+
Trofim,Bazhenov,9/24/1996,Canada,83.3,187,A+
Lennox,Simpson,10/13/1983,Belgium,73.9,188,A+
Leo,Mitchell,8/19/1981,Cyprus (Anglicized),106.6,173,A+
Rafael,Rocha,1/31/1994,Austria,55.7,180,A+
Myron,Belov,9/12/1982,Austria,84.3,180,O+
Ken,Riley,6/29/1988,Brazil,58.8,188,B+
Andrew,Hoffman,9/25/1995,Austria,89.1,185,B+
Blasius,Istomin,12/22/1981,Belgium,75.1,180,O+
Ahmed,Izmailov,9/4/1989,Czech Republic,92.3,186,A+
Fábio,Ribeiro,10/11/1978,Cyprus (Anglicized),71.2,170,O+
Robert,Boyd,2/24/1992,Cyprus (Anglicized),71.1,172,A+
Gordon,Wilbert,7/7/1988,Czech Republic,82.0,172,B+
Maximilian,Vinogradov,5/9/1987,Brazil,104.3,175,O+
Leonardo,Silva,4/26/1985,Belgium,88.3,172,O+
Mac,Young,11/24/1978,Cyprus (Anglicized),79.3,170,B+
Holfast,Lothran,11/6/1981,Canada,67.7,91,O+
Richard,Craig,7/28/1979,Cyprus (Anglicized),109.9,175,A+
Damian,Tretyakov,6/15/1981,Brazil,88.9,171,A+
Luis,Ribeiro,4/7/1981,Brazil,71.3,172,A+
Milo,Grubb,8/23/1993,Denmark,60.2,101,A+
Nicolas,Cavalcanti,9/24/1978,Cyprus (Anglicized),80.6,182,O+
Evdokim,Fokine,10/14/1996,Denmark,83.4,186,O+
Moses,Lazarev,9/18/1989,Cyprus (Anglicized),93.2,188,B+
Paul,Butusov,6/9/1988,Cyprus (Anglicized),72.7,181,B+
Cillian,Scott,5/4/1991,Cyprus (Anglicized),86.6,174,O+
Micah,Kerr,5/18/1989,Austria,97.6,187,A+
Justin,Seidman,10/20/1987,Canada,80.2,170,O+
Evan,Craig,1/16/1981,Denmark,78.0,172,B+
Edward,Ricks,9/3/1991,Austria,86.3,167,O+
Rudolph,Tikhonov,6/11/1990,Canada,69.3,175,O+
George,Korovin,2/26/1984,Czech Republic,81.1,175,A+
Russell,Davis,10/5/1981,Cyprus (Anglicized),111.9,184,B+
Estevan,Dias,12/20/1991,Canada,77.3,174,AB+
Holfast,Oldbuck,11/8/1993,Denmark,45.8,70,O+
Vadim,Vagin,8/15/1985,Cyprus (Anglicized),69.5,178,O+
Kauã,Sousa,10/17/1985,Denmark,70.7,169,A+
Michael,Cameron,12/16/1993,Canada,68.7,171,A-
Marat,Volodin,5/1/1979,Cyprus (Anglicized),68.9,181,A+
Makar,Golubev,9/23/1981,Austria,84.7,168,O+
Proclus,Bazarov,7/28/1987,Cyprus (Anglicized),101.9,170,A+
Evan,Strickland,10/30/1991,Austria,95.3,173,O+
Anas,McLean,12/12/1985,Brazil,89.7,168,O+
Valerie,Degtyarev,5/21/1991,Canada,88.2,187,A+
Alexander,Sinclair,8/24/1993,Czech Republic,98.1,169,B+
Johnny,Fraser,2/23/1980,Austria,106.6,179,B+
Andwise,Smallburrow,5/20/1982,Belgium,62.9,81,A+
Wayne,Valley,8/26/1988,Canada,74.1,187,O+
Rafael,Ferreira,11/3/1993,Austria,74.3,183,A+
James,Marsh,12/31/1978,Brazil,99.3,179,B+
Gordey,Ulyanov,12/4/1979,Belgium,73.7,182,O+
Theodore,Maslov,1/27/1979,Cyprus (Anglicized),70.1,190,A+
Zinovy,Borodin,5/19/1995,Brazil,67.2,164,B+
Christopher,Shanks,5/23/1992,Belgium,103.0,167,O+
Marley,Munro,7/11/1991,Canada,81.8,174,O+
Caio,Goncalves,5/23/1987,Cyprus (Anglicized),98.6,186,A+
Alasdair,McKay,1/19/1979,Cyprus (Anglicized),67.3,170,B+
Cory,Putnam,2/27/1993,Austria,75.1,190,O+
Isengar,Labingi,12/19/1979,Brazil,67.8,88,A-
Clayton,Gomez,12/3/1980,Cyprus (Anglicized),106.0,172,AB+
Vsevolod,Alekseeva,8/15/1993,Brazil,66.8,164,A+
Rayan,Mackay,5/9/1982,Austria,94.3,187,O+
Odo,Lothran,2/2/1989,Denmark,52.6,96,B+
Flambard,Roper,2/7/1988,Brazil,51.3,116,B+
Reginard,Clayhanger,8/6/1994,Brazil,45.9,90,O+
Holman,Bracegirdle,11/11/1982,Belgium,64.3,66,B+
Meriadoc,Smallburrow,3/16/1987,Brazil,56.8,102,O+
